Number,Date,Flight number,From,To,Distance,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number
1004,12/31/2020,3686,Chicago / O'Hare (ORD/KORD),Sioux City / Sioux Gateway (SUX/KSUX),435,08:26:00,09:39:00,01:13:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N668HH,18A
1003,12/31/2020,3929,La Crosse / La Crosse Municipal (LSE/KLSE),Chicago / O'Hare (ORD/KORD),215,06:10:00,06:59:00,00:49:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N905JH,17A
1002,11/21/2020,3797,Chicago / O'Hare (ORD/KORD),Mosinee / Central Wisconsin (CWA/KCWA),213,18:35:00,19:14:00,00:39:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N410AW,13A
1001,11/21/2020,3762,Evansville / Evansville Regional (EVV/KEVV),Chicago / O'Hare (ORD/KORD),273,15:40:00,16:39:00,00:59:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N443AW,12D
1000,11/21/2020,3942,Chicago / O'Hare (ORD/KORD),Evansville / Evansville Regional (EVV/KEVV),273,14:09:00,14:59:00,00:50:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N443AW,12D
999,11/21/2020,3775,Mosinee / Central Wisconsin (CWA/KCWA),Chicago / O'Hare (ORD/KORD),213,11:58:00,12:45:00,00:47:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N453AW,11D
998,10/03/2020,4295,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),La Crosse / La Crosse Municipal (LSE/KLSE),416,16:12:00,16:21:00,01:09:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N442SW,12A
997,10/03/2020,4866,Green Bay / Austin Straubel (GRB/KGRB),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),287,11:06:00,12:51:00,00:45:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8775A,12A
996,10/03/2020,4894,Minneapolis / St Paul (MSP/KMSP),Green Bay / Austin Straubel (GRB/KGRB),252,09:15:00,09:57:00,00:42:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8775A,9A
995,10/03/2020,4239,La Crosse / La Crosse Municipal (LSE/KLSE),Minneapolis / St Paul (MSP/KMSP),119,06:25:00,06:57:00,00:32:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N805SK,18A
994,09/26/2020,4821,Chicago / O'Hare (ORD/KORD),Appleton / Outagamie (ATW/KATW),161,18:08:00,18:38:00,00:30:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N427ZW,3A
993,09/26/2020,3755,Moline / Quad City (MLI/KMLI),Chicago / O'Hare (ORD/KORD),139,16:49:00,17:20:00,00:31:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N433AW,2D
992,09/26/2020,3724,Chicago / O'Hare (ORD/KORD),Moline / Quad City (MLI/KMLI),139,15:38:00,16:09:00,00:31:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N433AW,2D
991,09/26/2020,3721,Appleton / Outagamie (ATW/KATW),Chicago / O'Hare (ORD/KORD),161,12:18:00,12:59:00,00:41:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N418AW,4D
990,09/19/2020,3928,Chicago / O'Hare (ORD/KORD),La Crosse / La Crosse Municipal (LSE/KLSE),215,19:58:00,20:42:00,00:44:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N685AE,7C
989,09/19/2020,3972,Cincinnati / Northern Kentucky Int (CVG/KCVG),Chicago / O'Hare (ORD/KORD),265,17:52:00,17:43:00,00:51:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N273NN,21A
988,09/19/2020,4082,Chicago / O'Hare (ORD/KORD),Cincinnati / Northern Kentucky Int (CVG/KCVG),265,08:50:00,10:36:00,00:46:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N245NN,22A
987,09/19/2020,3929,La Crosse / La Crosse Municipal (LSE/KLSE),Chicago / O'Hare (ORD/KORD),215,06:31:00,07:11:00,00:40:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N667GB,16A
986,08/22/2020,1157,Chicago / Chicago Midway (MDW/KMDW),Minneapolis / St Paul (MSP/KMSP),349,16:14:00,17:08:00,00:54:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8658A,16F
985,08/22/2020,1934,Philadelphia / Philadelphia (PHL/KPHL),Chicago / Chicago Midway (MDW/KMDW),667,14:22:00,14:51:00,01:29:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8535S,27A
984,08/22/2020,955,Nashville / Nashville (BNA/KBNA),Philadelphia / Philadelphia (PHL/KPHL),675,10:38:00,13:09:00,01:31:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8535S,13F
983,08/22/2020,917,Minneapolis / St Paul (MSP/KMSP),Nashville / Nashville (BNA/KBNA),696,07:02:00,08:33:00,01:31:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N781WN,23A
982,08/04/2020,3076,Chicago / O'Hare (ORD/KORD),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),109,13:17:00,13:42:00,00:25:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N738SK,16A
981,08/04/2020,3387,Mosinee / Central Wisconsin (CWA/KCWA),Chicago / O'Hare (ORD/KORD),213,11:25:00,12:12:00,00:47:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N688AE,7B
980,08/04/2020,3387,Chicago / O'Hare (ORD/KORD),Mosinee / Central Wisconsin (CWA/KCWA),213,08:28:00,09:13:00,00:45:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N688AE,6C
979,08/04/2020,3200,Madison / Dane Co Regl-Truax Fld (MSN/KMSN),Chicago / O'Hare (ORD/KORD),109,06:26:00,06:49:00,00:23:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N774SK,5A
978,07/29/2020,3076,Chicago / O'Hare (ORD/KORD),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),109,13:15:00,13:40:00,00:25:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N705SK,7A
977,07/29/2020,4069,Peoria / Peoria (PIA/KPIA),Chicago / O'Hare (ORD/KORD),130,11:43:00,12:17:00,00:34:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N933JN,14A
976,07/29/2020,4069,Chicago / O'Hare (ORD/KORD),Peoria / Peoria (PIA/KPIA),130,08:57:00,09:22:00,00:25:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N933JN,5C
975,07/29/2020,3200,Madison / Dane Co Regl-Truax Fld (MSN/KMSN),Chicago / O'Hare (ORD/KORD),109,06:33:00,07:02:00,00:29:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N744EV,14D
974,07/28/2020,4295,Minneapolis / St Paul (MSP/KMSP),La Crosse / La Crosse Municipal (LSE/KLSE),119,13:36:00,14:02:00,00:26:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N913EV,12D
973,07/28/2020,4911,Appleton / Outagamie (ATW/KATW),Minneapolis / St Paul (MSP/KMSP),236,10:41:00,11:25:00,00:44:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8946A,12D
972,07/28/2020,4911,Minneapolis / St Paul (MSP/KMSP),Appleton / Outagamie (ATW/KATW),236,08:49:00,09:27:00,00:38:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8946A,12D
971,07/28/2020,4239,La Crosse / La Crosse Municipal (LSE/KLSE),Minneapolis / St Paul (MSP/KMSP),119,06:49:00,07:20:00,00:31:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N439SW,12C
970,01/16/2020,4148,Minneapolis / St Paul (MSP/KMSP),Rochester / Rochester (RST/KRST),76,16:54:00,17:14:00,00:20:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N8968E,7A
969,01/16/2020,1512,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Minneapolis / St Paul (MSP/KMSP),528,14:21:00,14:59:00,01:38:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N930AT,27A
968,01/16/2020,5451,Indianapolis / Indianapolis (IND/KIND),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),231,12:09:00,12:58:00,00:49:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N309PQ,15A
967,01/16/2020,4754,Minneapolis / St Paul (MSP/KMSP),Indianapolis / Indianapolis (IND/KIND),503,08:47:00,10:51:00,01:04:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N918XJ,19D
966,01/16/2020,3519,Rochester / Rochester (RST/KRST),Minneapolis / St Paul (MSP/KMSP),76,05:22:00,05:47:00,00:25:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N607SK,14D
965,01/08/2020,1293,Newark / Liberty International (EWR/KEWR),Cleveland / Hopkins (CLE/KCLE),404,20:19:00,21:31:00,01:12:00,United Airlines (UA/UAL),Boeing 737-700 (B737),N14735,30C
964,01/08/2020,490,Fort Lauderdale / Hollywood (FLL/KFLL),Newark / Liberty International (EWR/KEWR),1068,13:40:00,16:05:00,02:25:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N37466,24F
963,01/08/2020,1785,Washington / Dulles (IAD/KIAD),Fort Lauderdale / Hollywood (FLL/KFLL),904,08:55:00,11:11:00,02:16:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N37466,22A
962,01/08/2020,6043,Cleveland / Hopkins (CLE/KCLE),Washington / Dulles (IAD/KIAD),288,06:09:00,06:53:00,00:44:00,Mesa Airlines (YV/ASH),Bombardier CRJ-700 (CRJ7),N521LR,17A
961,01/07/2020,6106,Houston / George Bush Intercontinental (IAH/KIAH),Akron/Canton / Akron/Canton (CAK/KCAK),1086,19:00:00,22:06:00,02:06:00,Mesa Airlines (YV/ASH),Embraer ERJ-175 (E175),N89357,9A
960,01/07/2020,512,New Orleans / Moisant Fld (MSY/KMSY),Houston / George Bush Intercontinental (IAH/KIAH),305,14:25:00,15:17:00,00:52:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N32404,23D
959,01/07/2020,1754,Houston / George Bush Intercontinental (IAH/KIAH),New Orleans / Moisant Fld (MSY/KMSY),305,12:23:00,13:08:00,00:45:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N32404,36F
958,01/07/2020,6041,Akron/Canton / Akron/Canton (CAK/KCAK),Houston / George Bush Intercontinental (IAH/KIAH),1086,08:35:00,10:18:00,02:43:00,Mesa Airlines (YV/ASH),Embraer ERJ-175 (E175),N80348,22A
957,01/03/2020,5541,New York / La Guardia (LGA/KLGA),Akron/Canton / Akron/Canton (CAK/KCAK),396,19:01:00,20:21:00,01:20:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N209PS,6D
956,01/03/2020,2146,Boston / Logan (BOS/KBOS),New York / La Guardia (LGA/KLGA),184,16:08:00,16:57:00,00:49:00,American Airlines (AA/AAL),Embraer ERJ-190 (E190),N955UW,16F
955,01/03/2020,2310,Newark / Liberty International (EWR/KEWR),Boston / Logan (BOS/KBOS),200,10:02:00,10:46:00,00:44:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N33292,28A
954,01/03/2020,4948,Akron/Canton / Akron/Canton (CAK/KCAK),Newark / Liberty International (EWR/KEWR),381,06:29:00,07:25:00,00:56:00,CommutAir (C5/UCA),Embraer ERJ-145 (E145),N11199,22D
953,01/01/2020,5371,Charlotte / Douglas (CLT/KCLT),Akron/Canton / Akron/Canton (CAK/KCAK),395,22:28:00,23:37:00,01:09:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N237PS,10F
952,01/01/2020,2664,Wilmington / New Hanover (ILM/KILM),Charlotte / Douglas (CLT/KCLT),185,18:15:00,18:56:00,00:41:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N730US,13E
951,01/01/2020,5454,Washington / Washington National (DCA/KDCA),Wilmington / New Hanover (ILM/KILM),321,12:20:00,13:15:00,00:55:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N260JS,1C
950,01/01/2020,5136,Akron/Canton / Akron/Canton (CAK/KCAK),Washington / Washington National (DCA/KDCA),274,08:21:00,09:07:00,00:46:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N209PS,3A
949,12/30/2019,3402,Beckley / Raleigh County Memorial (BKW/KBKW),Parkersburg / Parkersburg Mid-Ohio Valley Regional Airport (PKB/KPKB),110,12:52:00,13:13:00,00:21:00,Corporate Flight Management (LF/VTE),Embraer ERJ-135 (E135),N17513,5A
948,12/30/2019,3402,Charlotte / Douglas (CLT/KCLT),Beckley / Raleigh County Memorial (BKW/KBKW),178,12:04:00,12:37:00,00:33:00,Corporate Flight Management (LF/VTE),Embraer ERJ-135 (E135),N17513,5A
947,12/30/2019,3401,Beckley / Raleigh County Memorial (BKW/KBKW),Charlotte / Douglas (CLT/KCLT),178,09:33:00,10:12:00,00:39:00,Corporate Flight Management (LF/VTE),Embraer ERJ-135 (E135),N17513,5A
946,12/30/2019,3401,Parkersburg / Parkersburg Mid-Ohio Valley Regional Airport (PKB/KPKB),Beckley / Raleigh County Memorial (BKW/KBKW),110,08:02:00,08:25:00,00:23:00,Corporate Flight Management (LF/VTE),Embraer ERJ-135 (E135),N17513,5A
945,11/28/2019,4295,Minneapolis / St Paul (MSP/KMSP),La Crosse / La Crosse Municipal (LSE/KLSE),119,14:29:00,14:58:00,00:29:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N953SW,5A
944,11/28/2019,3284,Des Moines / Des Moines (DSM/KDSM),Minneapolis / St Paul (MSP/KMSP),233,11:07:00,11:54:00,00:47:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N924XJ,14A
943,11/28/2019,5447,Minneapolis / St Paul (MSP/KMSP),Des Moines / Des Moines (DSM/KDSM),233,09:37:00,10:22:00,00:45:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N935XJ,6A
942,11/28/2019,4218,La Crosse / La Crosse Municipal (LSE/KLSE),Minneapolis / St Paul (MSP/KMSP),119,07:17:00,07:53:00,00:36:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N477CA,9A
941,11/16/2019,4130,Chicago / O'Hare (ORD/KORD),La Crosse / La Crosse Municipal (LSE/KLSE),215,16:56:00,17:38:00,00:42:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N668HH,11A
940,11/16/2019,4154,Green Bay / Austin Straubel (GRB/KGRB),Chicago / O'Hare (ORD/KORD),174,13:13:00,13:56:00,00:43:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N616AE,10A
939,11/16/2019,4198,Chicago / O'Hare (ORD/KORD),Green Bay / Austin Straubel (GRB/KGRB),174,08:43:00,09:13:00,00:30:00,Envoy Air (MQ/ENY),Embraer ERJ-140 (E140),N804AE,8A
938,11/16/2019,3057,La Crosse / La Crosse Municipal (LSE/KLSE),Chicago / O'Hare (ORD/KORD),215,05:51:00,06:31:00,00:40:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N758SK,13A
937,11/02/2019,1046,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,10:26:00,11:26:00,01:00:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N742PS,12A
936,11/02/2019,1510,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,06:55:00,07:53:00,00:58:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N850NN,13C
935,10/19/2019,3307,Chicago / O'Hare (ORD/KORD),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),109,22:14:00,22:43:00,00:29:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N541EA,18D
934,10/19/2019,1160,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,17:10:00,19:58:00,01:48:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N867NN,32A
933,10/19/2019,2635,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Denver / Denver (DEN/KDEN),642,13:25:00,14:01:00,01:36:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N182UW,11C
932,10/19/2019,3582,Madison / Dane Co Regl-Truax Fld (MSN/KMSN),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),823,07:20:00,09:20:00,02:00:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N262NN,23F
931,10/05/2019,3850,Chicago / O'Hare (ORD/KORD),Rochester / Rochester (RST/KRST),268,19:37:00,20:27:00,00:50:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N457AW,12D
930,10/05/2019,1937,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,14:55:00,16:53:00,01:58:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N488UA,36D
929,10/05/2019,771,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,11:03:00,12:56:00,01:53:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N488UA,36F
928,10/05/2019,3816,Rochester / Rochester (RST/KRST),Chicago / O'Hare (ORD/KORD),268,06:40:00,07:27:00,00:47:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N441ZW,13A
927,09/14/2019,2408,Rapid City / Rapid City (RAP/KRAP),Minneapolis / St Paul (MSP/KMSP),489,21:24:00,23:26:00,01:02:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N587UW,31A
926,09/14/2019,2408,Phoenix / Sky Harbor (PHX/KPHX),Rapid City / Rapid City (RAP/KRAP),877,16:25:00,20:00:00,02:35:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N587UW,31A
925,09/14/2019,3021,Tucson / Tucson (TUS/KTUS),Phoenix / Sky Harbor (PHX/KPHX),110,13:32:00,13:58:00,00:26:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N726SK,19D
924,09/14/2019,2710,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Tucson / Tucson (TUS/KTUS),812,10:47:00,10:31:00,01:44:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N921NN,26C
923,09/14/2019,1395,Minneapolis / St Paul (MSP/KMSP),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),854,07:15:00,09:14:00,01:59:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N359PX,17C
922,09/07/2019,709,Denver / Denver (DEN/KDEN),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),825,20:49:00,23:33:00,01:44:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N64809,14F
921,09/07/2019,373,Phoenix / Sky Harbor (PHX/KPHX),Denver / Denver (DEN/KDEN),602,15:47:00,18:18:00,01:31:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N434UA,27F
920,09/07/2019,581,Newark / Liberty International (EWR/KEWR),Phoenix / Sky Harbor (PHX/KPHX),2131,10:45:00,12:28:00,04:43:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69840,26F
919,09/07/2019,3584,Madison / Dane Co Regl-Truax Fld (MSN/KMSN),Newark / Liberty International (EWR/KEWR),798,06:09:00,08:49:00,01:40:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N749YX,15A
918,08/31/2019,2118,Denver / Denver (DEN/KDEN),Minneapolis / St Paul (MSP/KMSP),680,13:29:00,15:59:00,01:30:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N73283,10D
917,08/31/2019,1027,Colorado Springs / Colorado Springs Muni (COS/KCOS),Denver / Denver (DEN/KDEN),73,11:48:00,12:06:00,00:18:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69810,27F
916,08/31/2019,2014,Denver / Denver (DEN/KDEN),Colorado Springs / Colorado Springs Muni (COS/KCOS),73,10:12:00,10:27:00,00:15:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69810,23D
915,08/31/2019,697,Minneapolis / St Paul (MSP/KMSP),Denver / Denver (DEN/KDEN),680,07:50:00,08:29:00,01:39:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N14250,32E
914,08/24/2019,2274,Washington / Dulles (IAD/KIAD),Minneapolis / St Paul (MSP/KMSP),907,18:07:00,19:13:00,02:06:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N438UA,32B
913,08/24/2019,4801,Richmond / Richmond Byrd Fld (RIC/KRIC),Washington / Dulles (IAD/KIAD),100,15:39:00,16:02:00,00:23:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N425AW,9C
912,08/24/2019,3910,Chicago / O'Hare (ORD/KORD),Richmond / Richmond Byrd Fld (RIC/KRIC),642,12:17:00,14:50:00,01:33:00,Air Wisconsin (ZW/AWI),Bombardier CRJ-200 (CRJ2),N425AW,12B
911,08/24/2019,754,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,07:31:00,08:24:00,00:53:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N493UA,31B
910,08/23/2019,914,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,22:37:00,23:31:00,00:54:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N951AA,11E
909,08/23/2019,1315,Houston / George Bush Intercontinental (IAH/KIAH),Chicago / O'Hare (ORD/KORD),927,17:59:00,19:59:00,02:00:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N942AN,12A
908,08/23/2019,574,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Houston / George Bush Intercontinental (IAH/KIAH),225,15:40:00,16:24:00,00:44:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N969TW,13E
907,08/23/2019,2428,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,08:25:00,10:25:00,02:00:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N955AN,17E
906,08/23/2019,1877,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,05:07:00,05:59:00,00:52:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N838AW,27E
905,08/22/2019,1663,San Francisco / San Francisco International (SFO/KSFO),Minneapolis / St Paul (MSP/KMSP),1587,01:03:00,06:15:00,03:12:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N421UA,31D
904,08/21/2019,283,Los Angeles / Los Angeles International (LAX/KLAX),San Francisco / San Francisco International (SFO/KSFO),338,22:09:00,23:01:00,00:52:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N38473,25F
903,08/21/2019,1861,Las Vegas / McCarran (LAS/KLAS),Los Angeles / Los Angeles International (LAX/KLAX),236,17:43:00,18:25:00,00:42:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N76532,26A
902,08/21/2019,492,San Francisco / San Francisco International (SFO/KSFO),Las Vegas / McCarran (LAS/KLAS),414,13:45:00,14:46:00,01:01:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N821UA,10A
901,08/21/2019,1799,Denver / Denver (DEN/KDEN),San Francisco / San Francisco International (SFO/KSFO),966,11:13:00,12:20:00,02:07:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N853UA,23F
900,08/21/2019,697,Minneapolis / St Paul (MSP/KMSP),Denver / Denver (DEN/KDEN),680,07:57:00,08:47:00,01:50:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N77295,27F
899,08/20/2019,6151,Houston / George Bush Intercontinental (IAH/KIAH),Minneapolis / St Paul (MSP/KMSP),1037,14:31:00,16:52:00,02:21:00,Mesa Airlines (YV/ASH),Embraer ERJ-175 (E175),N86316,21A
898,08/20/2019,1853,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Houston / George Bush Intercontinental (IAH/KIAH),225,12:56:00,13:38:00,00:42:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N4901U,32F
897,08/20/2019,4565,Denver / Denver (DEN/KDEN),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),642,08:01:00,10:25:00,01:24:00,GoJet Airlines (G7/GJS),Bombardier CRJ-700 (CRJ7),N160GJ,19A
896,08/20/2019,1864,Minneapolis / St Paul (MSP/KMSP),Denver / Denver (DEN/KDEN),680,06:30:00,07:10:00,01:40:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N34455,28F
895,08/07/2019,1537,Kansas City / Kansas City (MCI/KMCI),Minneapolis / St Paul (MSP/KMSP),394,17:19:00,18:43:00,01:24:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7728D,20F
894,08/07/2019,925,New Orleans / Moisant Fld (MSY/KMSY),Kansas City / Kansas City (MCI/KMCI),691,14:34:00,16:39:00,02:05:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7720F,10F
893,08/07/2019,1371,Dallas / Dallas Love Fld (DAL/KDAL),New Orleans / Moisant Fld (MSY/KMSY),436,12:07:00,13:08:00,01:01:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N569WN,15F
892,08/07/2019,1371,St Louis / St Louis (STL/KSTL),Dallas / Dallas Love Fld (DAL/KDAL),546,09:45:00,11:00:00,01:15:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N569WN,15F
891,08/07/2019,49,Minneapolis / St Paul (MSP/KMSP),St Louis / St Louis (STL/KSTL),449,06:45:00,07:46:00,01:01:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N497WN,20F
890,07/26/2019,1850,Atlanta / Hartsfield-Jackson (ATL/KATL),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),709,22:06:00,22:46:00,01:40:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N981AT,22E
889,07/26/2019,1661,Philadelphia / Philadelphia (PHL/KPHL),Atlanta / Hartsfield-Jackson (ATL/KATL),667,18:12:00,19:43:00,01:31:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N928DN,33E
888,07/26/2019,2080,Minneapolis / St Paul (MSP/KMSP),Philadelphia / Philadelphia (PHL/KPHL),979,10:36:00,13:48:00,02:12:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N978AT,21E
887,07/26/2019,1386,Madison / Dane Co Regl-Truax Fld (MSN/KMSN),Minneapolis / St Paul (MSP/KMSP),228,07:09:00,08:10:00,01:01:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N6706Q,45A
886,07/17/2019,2941,Nashville / Nashville (BNA/KBNA),Cedar Rapids / Eastern Iowa (CID/KCID),481,11:09:00,12:20:00,01:11:00,Allegiant Air (G4/AAY),Airbus A319-100 (A319),N319NV,11F
885,07/17/2019,2940,Cedar Rapids / Eastern Iowa (CID/KCID),Nashville / Nashville (BNA/KBNA),481,09:01:00,10:12:00,01:11:00,Allegiant Air (G4/AAY),Airbus A319-100 (A319),N319NV,18D
884,07/16/2019,5695,Chicago / O'Hare (ORD/KORD),Madison / Dane Co Regl-Truax Fld (MSN/KMSN),109,18:10:00,18:36:00,00:26:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N923SW,10A
